"Who should be vaccinated?

Vaccination is known to be very safe for most people.

Click below to preview the screening questions you will be asked before you recieve a vaccine. hawaiicovid19.com/translations","ဘယ်သူတွေ ကာကွယ်ဆေးထိုးသင့်လဲ။

ကာကွယ်ဆေးထိုးခြင်းသည် လူအများစုအတွက် အလွန်ကို ဘေးကင်းစိတ်ချရသည်ဟု လူသိများပါသည်။

သင် ကာကွယ်ဆေးမထိုးမီ သင့်ကိုမေးမြန်းမည့် စစ်ဆေးမည့်မေးခွန်းများကို ကြိုတင်ကြည့်နိုင်ရန် အောက်ကို တစ်ချက်နှိပ်ပါ။ hawaiicovid19.com/translations"
"Is the COVID-19 vaccine safe for children and adolescents?

The Pfizer/BionTech vaccine is approved for use in youths 12 and older.

Other vaccines are approved for adults 18 and older.","COVID-19 ကာကွယ်ဆေးသည် ကလေးများနှင့် မြီးကောင်ပေါက်အရွယ်များအတွက် ဘေးကင်းစိတ်ချရပါသလား။

Pfizer/BionTech ကာကွယ်ဆေးကို အသက် 12 နှစ်နှင့်အထက်လူငယ်များအတွက် အသုံးပြုရန် အတည်ပြုချက်ရထားပါသည်။

အခြားကာကွယ်ဆေးများကို အသက် 18 နှစ်နှင့်အထက်အတွက် အတည်ပြုချက်ရထားပါသည်။"
"How does vaccination work?

PFizer-BionTech and Moderna vaccines require two shots to be effective.

The 2nd Pfizer-BioNTech shot should be scheduled 3 weeks after the first shot.

The 2nd Moderna shot should be scheduled 4 weeks after the first shot.

When you get your first shot, you will be able to schedule your second shot.

The Johnson & Johnson vaccine requires 1 shot.","ကာကွယ်ဆေးက မည်သို့အလုပ်လုပ်သလဲ။

PFizer-BionTech နှင့် Moderna ကာကွယ်ဆေးများသည် အကျိုးထိရောက်မှုရှိစေရန် နှစ်ကြိမ်ထိုးရန် လိုအပ်ပါသည်။

Pfizer-BioNTech ဒုတိယအကြိမ်ကာကွယ်ဆေးကို ပထမအကြိမ်ထိုးပြီးနောက် 3 ပတ်အတွင်း ထိုးသင့်ပါသည်။

Moderna ဒုတိယအကြိမ်ကာကွယ်ဆေးကို ပထမအကြိမ်ထိုးပြီးနောက် 4 ပတ်အတွင်း ထိုးသင့်ပါသည်။

သင် ပထမအကြိမ်ထိုးပြီးသည့်အခါ သင်၏ ဒုတိယအကြိမ်ကာကွယ်ဆေးကို ရက်သတ်မှတ်ထားနိုင်ပြီဖြစ်ပါသည်။

Johnson & Johnson ကာကွယ်ဆေးသည် 1 ကြိမ်ပဲထိုးရန် လိုအပ်သည်။"
"Who is able to be vaccinated in Hawaii?

Everyone who is over 12 years old and living in Hawaii is encouraged to get vaccinated.","ဟာဝိုင်အီတွင် မည်သူများ ကာကွယ်ဆေးထိုးနိုင်ပါသလဲ။

ဟာဝိုင်အီတွင် နေထိုင်ပြီး အသက် 12 နှစ်ထက်ကြီးသည့် မည်သူမဆို ကာကွယ်ဆေးထိုးရန် တိုက်တွန်းပါသည်။"
"How much will the vaccine cost?

The vaccine will be free to the public.

In the future, vaccine providers may charge an administration fee.","ကာကွယ်ဆေးတန်ဖိုးက မည်မျှနည်း။

ကာကွယ်ဆေးသည် လူထုအတွက် အခမဲ့ဖြစ်ပါသည်။

အနာဂတ်တွင်မူ ကာကွယ်ဆေးပံ့ပိုးပေးသူများသည် ဆေးထိုးခကို ကောက်ခံကောင်း ကောက်ခံနိုင်ပါသည်။"
"What is the best place to get accurate information about vaccines?

The Department of Health will share updates in a variety of ways as more vaccines become available.

You may hear from your healthcare provider, your employer, community and religious leaders, or the media.

The Department of Health maintains the latest news on vaccine status in Hawaii at www.hawaiicovid19.com/vaccine.","ကာကွယ်ဆေးများအကြောင်း တိကျသည့်သတင်းအချက်အလက်များရယူရန် မည်သည့်နေရာက အကောင်းဆုံးဖြစ်သလဲ။

ကျန်းမာရေးဌာနသည် ကာကွယ်ဆေးများပိုမိုရရှိလာသည်နှင့် နည်းလမ်းမျိုးစုံဖြင့် နောက်ဆုံးရအခြေအနေများကို မျှဝေပေးသွားမှာဖြစ်ပါသည်။

သင့်ကျန်းမာရေးပြုစုစောင့်ရှောက်သူ၊ သင့်အလုပ်ရှင်၊ လူမှုအဖွဲ့အစည်းနှင့် ဘာသာရေးခေါင်းဆောင်များ၊ သို့မဟုတ် မီဒီယာမှတစ်ဆင့် သင်ကြားရနိုင်ပါသည်။

ကျန်းမာရေးဌာနသည် ဟာဝိုင်အီရှိ ကာကွယ်ဆေးနှင့်ပတ်သက်သည့် နောက်ဆုံးရသတင်းများကို www.hawaiicovid19.com/vaccine တွင် ဆက်လက်ထားရှိပေးသွားမှာဖြစ်ပါသည်။"
"Will the pandemic safety guidance to mask, distance, and avoid crowds go away?

After you have had both shots, you will still need to wear a mask, and avoid crowds and close contact with other people outside your household.

Medical experts need to learn more about COVID-19 vaccines before changing recommendations to prevent COVID-19 spread.

The Department of Health and state and local leaders will let the public know when it is safe to stop using these preventive measures.","ကပ်ရောဂါဘေးကင်းရေးလမ်းညွှန်ချက်များဖြစ်သည့် နှာခေါင်းစည်းတပ်ရန်၊ ခပ်ခွာခွာနေရန်နှင့် လူအုပ်ကိုရှောင်ကြဥ်ရန်များကို ပယ်ဖျက်လိုက်မှာလား။

သင်သည် ကာကွယ်ဆေးနှစ်ကြိမ်ထိုးပြီးသည့်နောက် နှာခေါင်းစည်းတပ်ရန်လိုအပ်ဦးမှာဖြစ်ပြီး လူအုပ်ကိုရှောင်ရန်နှင့် သင့်အိမ်ပြင်ပရှိ အခြားလူများနှင့် အနီးကပ်ထိတွေ့ခြင်းကို ရှောင်ကြဥ်ရဦးမှာဖြစ်ပါသည်။

ဆေးပညာဆိုင်ရာကျွမ်းကျင်သူများသည် COVID-19 ပြန့်နှံ့ခြင်းမှကာကွယ်ရန် ထောက်ခံချက်များကို ပြောင်းလဲခြင်းမပြုမီ COVID-19 ကာကွယ်ဆေးများအကြောင်း ပိုမိုလေ့လာရန် လိုအပ်ပါသည်။

ကျန်းမာရေးဌာနနှင့် ပြည်နယ်နှင့် ဒေသခေါင်းဆောင်များသည် အဆိုပါကြိုတင်ကာကွယ်တားဆီးရေး ဆောင်ရွက်ချက်များကို အသုံးပြုရန်မလိုအပ်တော့သည့် စိတ်ချရသည့်အခြေအနေကို ပြည်သူထံ အသိပေးသွားမှာဖြစ်ပါသည်။"
,
,
"What is “herd immunity” and how does it work?

Herd immunity is when most people in a community are immune to an infectious disease, either from previous infection or vaccination.

This provides indirect protection to people who are not immune because it makes it harder for the disease to spread.","""အုပ်စုလိုက် ကူးစက်မှုခံနိုင်ရည်ရှိခြင်း"" ဆိုတာဘာလဲနှင့် မည်သို့အလုပ်လုပ်သလဲ။

အုပ်စုလိုက် ရောဂါကူးစက်မှုခံနိုင်ရည်ရှိခြင်းဆိုသည်မှာ လူအဖွဲ့အစည်း တစ်ခုထဲရှိ လူအများစုသည် ကူးစက်ရောဂါပိုးတစ်ခုကို ခံနိုင်ရည်ရှိသွားခြင်းဖြစ်ပြီး ၎င်းသည် ယခင်ကူးစက်မှုကြောင့်ဖြစ်စေ ကာကွယ်ဆေးထိုးခြင်းကြောင့်ဖြစ်စေ ခံနိုင်ရည်ရှိခြင်းကိုဆိုလိုသည်။

၎င်းကြောင့် ရောဂါသည် ပြန့်နှံ့ရန်ခက်သွားသောကြောင့် ခံနိုင်ရည်မရှိသည့်လူများကို သွယ်ဝိုက်သောနည်းဖြင့် ကာကွယ်ပေးထားသည်။"
"What percentage of the population needs to get vaccinated to reach herd immunity to COVID-19?

Medical experts do not yet know what percentage of people would need to get vaccinated to achieve herd immunity for COVID-19.","COVID-19 တွင် အုပ်စုလိုက် ရောဂါကူးစက်မှုခံနိုင်ရည်ရှိခြင်း ဖြစ်စေရန် လူဦးရေရာခိုင်နှုန်းမည်မျှ ကာကွယ်ဆေးထိုးရန် လိုအပ်သလဲ။

ဆေးပညာဆိုင်ရာကျွမ်းကျင်သူများက COVID-19 အတွက် အုပ်စုလိုက် ရောဂါကူးစက်မှုခံနိုင်ရည်ရှိခြင်းဖြစ်စေရန် လူဦးရေမည်မျှရာခိုင်နှုန်းအထိ ကာကွယ်ဆေးထိုးရန်လိုအပ်လဲဆိုတာကို မသိရသေးပါဘူး။"
"Does the flu shot help prevent COVID-19?

An influenza vaccine (“flu shot”) will not protect you from getting COVID-19.

It is important to get your annual flu shot during the COVID-19 pandemic. It provides several benefits, such as keeping you from getting sick with the flu, reducing the severity of your illness if you do get the flu, and reducing your risk of hospitalization because of the flu.

Flu shots are very important to keep you healthy and to keep our clinics and hospitals from being overcrowded during the COVID-19 pandemic.","တုပ်ကွေးအတွက် ထိုးဆေးက COVID-19 ကို ကာကွယ်တားဆီးပေးပါသလား။

တုပ်ကွေးကာကွယ်ဆေးတစ်ခု (""တုပ်ကွေးအတွက် ထိုးဆေး"") က သင့်ကို COVID-19 မကူးစက်စေရန် ကာကွယ်မပေးနိုင်ပါ။

COVID-19 ကပ်ဘေးကာလအတွင်း နှစ်စဥ်တုပ်ကွေးထိုးဆေးကို ထိုးရန်အရေးကြီးပါသည်။ ၎င်းကာကွယ်ဆေးသည် များစွာသောအကျိုးကျေးဇူးများဖြစ်သည့် တုပ်ကွေးကြောင့်ဖျားနာမှုမဖြစ်ခြင်း၊ တုပ်ကွေးမိလျှင်ပင် ပြင်းထန်စွာဖျားနာမှုမဖြစ်ခြင်းနှင့် တုပ်ကွေးကြောင့် ဆေးရုံတက်ရခြင်းမျိုးမဖြစ်စေရန် အထောက်အကူပြုသည်။

တုပ်ကွေးအတွက် ထိုးဆေးများသည် သင့်ကို ကျန်းမာစေရန်နှင့် COVID-19 ကပ်ဘေးကာလအတွင်း ဆေးရုံ ဆေးခန်းများတွင် လူနာများအလွန်အကျွံရောက်နေခြင်းကို ကာကွယ်ပေးရန်အတွက် အလွန်ကို အရေးကြီးသည့်ဆေးဖြစ်ပါသည်။"
